Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2014,SP_ACS_BSRVSAN,,,Aia,Porcentaje,Aia,99.6
2014,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2023,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2021,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2010,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2014,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2019,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2022,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2023,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2016,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2019,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2016,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2018,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2010,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2022,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2021,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2013,SP_ACS_BSRVSAN,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2013,SP_ACS_BSRVH2O,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2018,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,SP_ACS_BSRVH2O,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,SP_ACS_BSRVSAN,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2021,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2015,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2023,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2018,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,98.2
2016,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,96.6
2015,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,96.6
2018,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2020,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,98.2
2020,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2019,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2023,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,97.4
2014,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,96.7
2010,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,97.3
2019,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,98.2
2013,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2022,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2013,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,97.5
2022,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,97.4
2021,SP_ACS_BSRVSAN,,,Albiztur,Porcentaje,Albiztur,98.2
2010,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2016,SP_ACS_BSRVH2O,,,Albiztur,Porcentaje,Albiztur,100.0
2020,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.9
2013,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2021,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2015,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2016,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2013,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.6
2018,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2018,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.6
2010,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.7
2022,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2020,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2022,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.9
2010,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2014,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2015,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.6
2023,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2016,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.6
2023,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.9
2014,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.6
2019,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.6
2019,SP_ACS_BSRVH2O,,,Alegia,Porcentaje,Alegia,100.0
2021,SP_ACS_BSRVSAN,,,Alegia,Porcentaje,Alegia,99.9
2020,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2020,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2023,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2010,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.7
2016,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2014,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2019,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2014,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.8
2021,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,100.0
2013,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2022,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,100.0
2021,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2018,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2015,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2018,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2019,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2023,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,100.0
2015,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2016,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2013,SP_ACS_BSRVSAN,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.8
2010,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.8
2022,SP_ACS_BSRVH2O,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2022,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,97.0
2019,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2013,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,96.9
2010,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,97.6
2023,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2015,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,96.9
2018,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2020,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2014,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2010,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2019,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,96.9
2016,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2023,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,97.0
2021,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,97.0
2018,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,97.0
2022,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2013,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2021,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2020,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,97.0
2014,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,97.6
2016,SP_ACS_BSRVSAN,,,Alkiza,Porcentaje,Alkiza,96.9
2015,SP_ACS_BSRVH2O,,,Alkiza,Porcentaje,Alkiza,100.0
2016,SP_ACS_BSRVH2O,,,Alonsotegi,Porcentaje,Alonsotegi,99.5
2022,SP_ACS_BSRVH2O,,,Alonsotegi,Porcentaje,Alonsotegi,99.4
2022,SP_ACS_BSRVSAN,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2021,SP_ACS_BSRVH2O,,,Alonsotegi,Porcentaje,Alonsotegi,99.5
2018,SP_ACS_BSRVSAN,,,Alonsotegi,Porcentaje,Alonsotegi,98.4
2023,SP_ACS_BSRVSAN,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2021,SP_ACS_BSRVSAN,,,Alonsotegi,Porcentaje,Alonsotegi,100.0
2016,SP_ACS_BSRVSAN,,,Alonsotegi,Porcentaje,Alonsotegi,98.2
2013,SP_ACS_BSRVH2O,,,Alonsotegi,Porcentaje,Alonsotegi,99.4
2015,SP_ACS_BSRVSAN,,,Alonsotegi,Porcentaje,Alonsotegi,98.1
