Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2021,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,11.8
2022,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,4.5
2020,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,0.9
2023,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,6.3
2020,,,Arratzu,PER_10000,Arratzu,0.0
2019,,,Arratzu,PER_10000,Arratzu,0.0
2022,,,Arratzu,PER_10000,Arratzu,0.0
2021,,,Arratzu,PER_10000,Arratzu,0.0
2023,,,Arratzu,PER_10000,Arratzu,0.0
2023,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,0.0
2020,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,21.0
2019,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,0.0
2022,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,0.0
2021,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,20.2
2023,,,Arrieta,PER_10000,Arrieta,0.0
2021,,,Arrieta,PER_10000,Arrieta,0.0
2019,,,Arrieta,PER_10000,Arrieta,0.0
2022,,,Arrieta,PER_10000,Arrieta,0.0
2020,,,Arrieta,PER_10000,Arrieta,0.0
2023,,,Arrigorriaga,PER_10000,Arrigorriaga,6.6
2022,,,Arrigorriaga,PER_10000,Arrigorriaga,6.6
2021,,,Arrigorriaga,PER_10000,Arrigorriaga,4.9
2019,,,Arrigorriaga,PER_10000,Arrigorriaga,3.3
2020,,,Arrigorriaga,PER_10000,Arrigorriaga,3.2
2020,,,Artea,PER_10000,Artea,0.0
2021,,,Artea,PER_10000,Artea,0.0
2019,,,Artea,PER_10000,Artea,0.0
2022,,,Artea,PER_10000,Artea,26.5
2023,,,Artea,PER_10000,Artea,0.0
2023,,,Artzentales,PER_10000,Artzentales,0.0
2022,,,Artzentales,PER_10000,Artzentales,0.0
2021,,,Artzentales,PER_10000,Artzentales,0.0
2019,,,Artzentales,PER_10000,Artzentales,0.0
2020,,,Artzentales,PER_10000,Artzentales,0.0
2023,,,Artziniega,PER_10000,Artziniega,0.0
2020,,,Artziniega,PER_10000,Artziniega,0.0
2022,,,Artziniega,PER_10000,Artziniega,0.0
2019,,,Artziniega,PER_10000,Artziniega,10.4
2021,,,Artziniega,PER_10000,Artziniega,0.0
2019,,,Asparrena,PER_10000,Asparrena,0.0
2022,,,Asparrena,PER_10000,Asparrena,0.0
2021,,,Asparrena,PER_10000,Asparrena,0.0
2023,,,Asparrena,PER_10000,Asparrena,0.0
2020,,,Asparrena,PER_10000,Asparrena,24.6
2023,,,Asteasu,PER_10000,Asteasu,0.0
2021,,,Asteasu,PER_10000,Asteasu,0.0
2020,,,Asteasu,PER_10000,Asteasu,0.0
2019,,,Asteasu,PER_10000,Asteasu,0.0
2022,,,Asteasu,PER_10000,Asteasu,0.0
2019,,,Astigarraga,PER_10000,Astigarraga,3.1
2023,,,Astigarraga,PER_10000,Astigarraga,5.3
2020,,,Astigarraga,PER_10000,Astigarraga,0.0
2022,,,Astigarraga,PER_10000,Astigarraga,0.0
2021,,,Astigarraga,PER_10000,Astigarraga,0.0
2022,,,Ataun,PER_10000,Ataun,0.0
2021,,,Ataun,PER_10000,Ataun,0.0
2023,,,Ataun,PER_10000,Ataun,0.0
2020,,,Ataun,PER_10000,Ataun,0.0
2019,,,Ataun,PER_10000,Ataun,0.0
2019,,,Atxondo,PER_10000,Atxondo,0.0
2021,,,Atxondo,PER_10000,Atxondo,0.0
2020,,,Atxondo,PER_10000,Atxondo,0.0
2022,,,Atxondo,PER_10000,Atxondo,0.0
2023,,,Atxondo,PER_10000,Atxondo,0.0
2020,,,Aulesti,PER_10000,Aulesti,0.0
2023,,,Aulesti,PER_10000,Aulesti,0.0
2019,,,Aulesti,PER_10000,Aulesti,0.0
2022,,,Aulesti,PER_10000,Aulesti,0.0
2021,,,Aulesti,PER_10000,Aulesti,0.0
2019,,,Ayala / Aiara,PER_10000,Ayala / Aiara,6.9
2022,,,Ayala / Aiara,PER_10000,Ayala / Aiara,7.0
2021,,,Ayala / Aiara,PER_10000,Ayala / Aiara,0.0
2023,,,Ayala / Aiara,PER_10000,Ayala / Aiara,13.8
2020,,,Ayala / Aiara,PER_10000,Ayala / Aiara,6.9
2021,,,Azkoitia,PER_10000,Azkoitia,1.7
2019,,,Azkoitia,PER_10000,Azkoitia,1.7
2022,,,Azkoitia,PER_10000,Azkoitia,3.4
2023,,,Azkoitia,PER_10000,Azkoitia,5.1
2020,,,Azkoitia,PER_10000,Azkoitia,0.0
2019,,,Azpeitia,PER_10000,Azpeitia,8.0
2022,,,Azpeitia,PER_10000,Azpeitia,2.6
2020,,,Azpeitia,PER_10000,Azpeitia,0.0
2023,,,Azpeitia,PER_10000,Azpeitia,1.3
2021,,,Azpeitia,PER_10000,Azpeitia,0.0
2022,,,Bakio,PER_10000,Bakio,7.0
2019,,,Bakio,PER_10000,Bakio,0.0
2023,,,Bakio,PER_10000,Bakio,7.1
2020,,,Bakio,PER_10000,Bakio,0.0
2021,,,Bakio,PER_10000,Bakio,14.3
2021,,,Baliarrain,PER_10000,Baliarrain,0.0
2020,,,Baliarrain,PER_10000,Baliarrain,0.0
2022,,,Baliarrain,PER_10000,Baliarrain,0.0
2023,,,Baliarrain,PER_10000,Baliarrain,0.0
2019,,,Baliarrain,PER_10000,Baliarrain,0.0
2019,,,Balmaseda,PER_10000,Balmaseda,0.0
2022,,,Balmaseda,PER_10000,Balmaseda,2.5
2020,,,Balmaseda,PER_10000,Balmaseda,5.0
2023,,,Balmaseda,PER_10000,Balmaseda,2.5
2021,,,Balmaseda,PER_10000,Balmaseda,7.5
2019,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,0.0
2020,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,0.0
2021,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,0.0
2023,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,0.0
2022,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,74.1
2020,,,Barakaldo,PER_10000,Barakaldo,2.5
2022,,,Barakaldo,PER_10000,Barakaldo,6.3
2023,,,Barakaldo,PER_10000,Barakaldo,4.5
2019,,,Barakaldo,PER_10000,Barakaldo,4.1
2021,,,Barakaldo,PER_10000,Barakaldo,5.9
2023,,,Barrika,PER_10000,Barrika,0.0
2022,,,Barrika,PER_10000,Barrika,0.0
2020,,,Barrika,PER_10000,Barrika,0.0
2019,,,Barrika,PER_10000,Barrika,0.0
2021,,,Barrika,PER_10000,Barrika,0.0
2021,,,Barrundia,PER_10000,Barrundia,0.0
2020,,,Barrundia,PER_10000,Barrundia,0.0
2019,,,Barrundia,PER_10000,Barrundia,0.0
2023,,,Barrundia,PER_10000,Barrundia,0.0
2022,,,Barrundia,PER_10000,Barrundia,0.0
2021,,,Basauri,PER_10000,Basauri,3.8
2020,,,Basauri,PER_10000,Basauri,2.4
2022,,,Basauri,PER_10000,Basauri,1.9
2019,,,Basauri,PER_10000,Basauri,3.8
2023,,,Basauri,PER_10000,Basauri,8.1
2023,,,Beasain,PER_10000,Beasain,1.4
2022,,,Beasain,PER_10000,Beasain,2.9
2021,,,Beasain,PER_10000,Beasain,1.5
2019,,,Beasain,PER_10000,Beasain,7.3
2020,,,Beasain,PER_10000,Beasain,2.9
2019,,,Bedia,PER_10000,Bedia,0.0
2021,,,Bedia,PER_10000,Bedia,0.0
2022,,,Bedia,PER_10000,Bedia,17.2
2020,,,Bedia,PER_10000,Bedia,0.0
2023,,,Bedia,PER_10000,Bedia,0.0
2021,,,Beizama,PER_10000,Beizama,0.0
2022,,,Beizama,PER_10000,Beizama,0.0
2020,,,Beizama,PER_10000,Beizama,0.0
2019,,,Beizama,PER_10000,Beizama,0.0
2023,,,Beizama,PER_10000,Beizama,0.0
2019,,,Belauntza,PER_10000,Belauntza,0.0
2023,,,Belauntza,PER_10000,Belauntza,0.0
2022,,,Belauntza,PER_10000,Belauntza,0.0
2021,,,Belauntza,PER_10000,Belauntza,0.0
2020,,,Belauntza,PER_10000,Belauntza,0.0
2019,,,Berango,PER_10000,Berango,0.0
2021,,,Berango,PER_10000,Berango,2.6
2023,,,Berango,PER_10000,Berango,0.0
2022,,,Berango,PER_10000,Berango,7.7
2020,,,Berango,PER_10000,Berango,0.0
2022,,,Berantevilla,PER_10000,Berantevilla,0.0
2021,,,Berantevilla,PER_10000,Berantevilla,0.0
2023,,,Berantevilla,PER_10000,Berantevilla,0.0
2019,,,Berantevilla,PER_10000,Berantevilla,0.0
2020,,,Berantevilla,PER_10000,Berantevilla,0.0
2021,,,Berastegi,PER_10000,Berastegi,0.0
2023,,,Berastegi,PER_10000,Berastegi,0.0
2019,,,Berastegi,PER_10000,Berastegi,0.0
2020,,,Berastegi,PER_10000,Berastegi,0.0
2022,,,Berastegi,PER_10000,Berastegi,0.0
2019,,,Bergara,PER_10000,Bergara,5.3
2023,,,Bergara,PER_10000,Bergara,13.4
2020,,,Bergara,PER_10000,Bergara,5.4
2021,,,Bergara,PER_10000,Bergara,4.1
2022,,,Bergara,PER_10000,Bergara,2.7
2020,,,Bermeo,PER_10000,Bermeo,2.3
2023,,,Bermeo,PER_10000,Bermeo,5.8
2022,,,Bermeo,PER_10000,Bermeo,1.2
2019,,,Bermeo,PER_10000,Bermeo,3.5
2021,,,Bermeo,PER_10000,Bermeo,1.2
2019,,,Bernedo,PER_10000,Bernedo,0.0
2020,,,Bernedo,PER_10000,Bernedo,0.0
2023,,,Bernedo,PER_10000,Bernedo,0.0
2021,,,Bernedo,PER_10000,Bernedo,0.0
2022,,,Bernedo,PER_10000,Bernedo,0.0
2019,,,Berriatua,PER_10000,Berriatua,0.0
2023,,,Berriatua,PER_10000,Berriatua,17.6
2021,,,Berriatua,PER_10000,Berriatua,0.0
2022,,,Berriatua,PER_10000,Berriatua,0.0
2020,,,Berriatua,PER_10000,Berriatua,0.0
2023,,,Berriz,PER_10000,Berriz,0.0
2020,,,Berriz,PER_10000,Berriz,0.0
2022,,,Berriz,PER_10000,Berriz,0.0
2019,,,Berriz,PER_10000,Berriz,4.3
2021,,,Berriz,PER_10000,Berriz,0.0
2023,,,Berrobi,PER_10000,Berrobi,35.6
2019,,,Berrobi,PER_10000,Berrobi,0.0
2022,,,Berrobi,PER_10000,Berrobi,0.0
2020,,,Berrobi,PER_10000,Berrobi,0.0
2021,,,Berrobi,PER_10000,Berrobi,0.0
2022,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2023,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2020,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2021,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2023,,,Bilbao,PER_10000,Bilbao,5.1
2021,,,Bilbao,PER_10000,Bilbao,4.5
2022,,,Bilbao,PER_10000,Bilbao,6.3
2019,,,Bilbao,PER_10000,Bilbao,5.6
2020,,,Bilbao,PER_10000,Bilbao,3.5
2020,,,Busturia,PER_10000,Busturia,0.0
2019,,,Busturia,PER_10000,Busturia,0.0
2021,,,Busturia,PER_10000,Busturia,0.0
2023,,,Busturia,PER_10000,Busturia,0.0
2022,,,Busturia,PER_10000,Busturia,0.0
2021,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2020,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2019,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2023,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,19.4
2022,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2022,,,Deba,PER_10000,Deba,0.0
2021,,,Deba,PER_10000,Deba,0.0
2020,,,Deba,PER_10000,Deba,0.0
2023,,,Deba,PER_10000,Deba,3.7
2019,,,Deba,PER_10000,Deba,3.7
2022,,,Derio,PER_10000,Derio,5.4
2021,,,Derio,PER_10000,Derio,2.8
2019,,,Derio,PER_10000,Derio,5.9
2020,,,Derio,PER_10000,Derio,2.9
2023,,,Derio,PER_10000,Derio,10.6
2019,,,Dima,PER_10000,Dima,0.0
2022,,,Dima,PER_10000,Dima,0.0
2023,,,Dima,PER_10000,Dima,13.8
2020,,,Dima,PER_10000,Dima,0.0
2021,,,Dima,PER_10000,Dima,0.0
2020,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,3.4
2022,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,6.3
2023,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,8.9
2019,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,4.9
2021,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,5.7
2022,,,Durango,PER_10000,Durango,5.9
2021,,,Durango,PER_10000,Durango,4.5
2023,,,Durango,PER_10000,Durango,6.5
2019,,,Durango,PER_10000,Durango,3.3
2020,,,Durango,PER_10000,Durango,3.2
2021,,,Ea,PER_10000,Ea,0.0
2020,,,Ea,PER_10000,Ea,0.0
2022,,,Ea,PER_10000,Ea,0.0
2019,,,Ea,PER_10000,Ea,0.0
2023,,,Ea,PER_10000,Ea,0.0
2020,,,Eibar,PER_10000,Eibar,2.8
2022,,,Eibar,PER_10000,Eibar,6.5
2021,,,Eibar,PER_10000,Eibar,6.4
2019,,,Eibar,PER_10000,Eibar,2.8
2023,,,Eibar,PER_10000,Eibar,9.4
2020,,,Elantxobe,PER_10000,Elantxobe,0.0
2022,,,Elantxobe,PER_10000,Elantxobe,0.0
2019,,,Elantxobe,PER_10000,Elantxobe,0.0
2021,,,Elantxobe,PER_10000,Elantxobe,0.0
2023,,,Elantxobe,PER_10000,Elantxobe,0.0
2023,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2020,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2022,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2019,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2021,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2023,,,Elciego,PER_10000,Elciego,0.0
2022,,,Elciego,PER_10000,Elciego,0.0
2021,,,Elciego,PER_10000,Elciego,0.0
2020,,,Elciego,PER_10000,Elciego,0.0
2019,,,Elciego,PER_10000,Elciego,0.0
2020,,,Elduain,PER_10000,Elduain,0.0
2021,,,Elduain,PER_10000,Elduain,0.0
2023,,,Elduain,PER_10000,Elduain,0.0
2019,,,Elduain,PER_10000,Elduain,0.0
2022,,,Elduain,PER_10000,Elduain,0.0
2022,,,Elgeta,PER_10000,Elgeta,0.0
2019,,,Elgeta,PER_10000,Elgeta,0.0
2020,,,Elgeta,PER_10000,Elgeta,0.0
2023,,,Elgeta,PER_10000,Elgeta,0.0
2021,,,Elgeta,PER_10000,Elgeta,0.0
2021,,,Elgoibar,PER_10000,Elgoibar,0.0
2020,,,Elgoibar,PER_10000,Elgoibar,6.9
2023,,,Elgoibar,PER_10000,Elgoibar,0.0
2019,,,Elgoibar,PER_10000,Elgoibar,3.4
2022,,,Elgoibar,PER_10000,Elgoibar,0.0
2020,,,Elorrio,PER_10000,Elorrio,0.0
2019,,,Elorrio,PER_10000,Elorrio,2.6
2021,,,Elorrio,PER_10000,Elorrio,0.0
2023,,,Elorrio,PER_10000,Elorrio,5.3
2022,,,Elorrio,PER_10000,Elorrio,0.0
2019,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,0.0
2020,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,0.0
2021,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,0.0
2022,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,0.0
2023,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,0.0
2023,,,Erandio,PER_10000,Erandio,8.8
2022,,,Erandio,PER_10000,Erandio,5.6
2021,,,Erandio,PER_10000,Erandio,4.8
2019,,,Erandio,PER_10000,Erandio,6.4
2020,,,Erandio,PER_10000,Erandio,6.4
2023,,,Ereño,PER_10000,Ereño,0.0
2019,,,Ereño,PER_10000,Ereño,0.0
2020,,,Ereño,PER_10000,Ereño,0.0
2022,,,Ereño,PER_10000,Ereño,0.0
2021,,,Ereño,PER_10000,Ereño,0.0
2019,,,Ermua,PER_10000,Ermua,1.2
2023,,,Ermua,PER_10000,Ermua,6.3
2020,,,Ermua,PER_10000,Ermua,1.2
2021,,,Ermua,PER_10000,Ermua,0.0
2022,,,Ermua,PER_10000,Ermua,3.8
2019,,,Errenteria,PER_10000,Errenteria,1.9
2020,,,Errenteria,PER_10000,Errenteria,2.4
2022,,,Errenteria,PER_10000,Errenteria,2.9
2023,,,Errenteria,PER_10000,Errenteria,5.9
2021,,,Errenteria,PER_10000,Errenteria,4.4
2023,,,Errezil,PER_10000,Errezil,0.0
2021,,,Errezil,PER_10000,Errezil,38.6
2022,,,Errezil,PER_10000,Errezil,0.0
2020,,,Errezil,PER_10000,Errezil,0.0
2019,,,Errezil,PER_10000,Errezil,0.0
2021,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2022,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2019,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2020,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2023,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2023,,,Errigoiti,PER_10000,Errigoiti,0.0
