Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Aia,Euros,Aia,4.5
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Aizarnazabal,Euros,Aizarnazabal,5.1
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Aizarnazabal,Euros,Aizarnazabal,-0.7
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Aizarnazabal,Euros,Aizarnazabal,-9.2
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Aizarnazabal,Euros,Aizarnazabal,54.6
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Aizarnazabal,Euros,Aizarnazabal,28.4
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Aizarnazabal,Euros,Aizarnazabal,7.0
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Aizarnazabal,Euros,Aizarnazabal,11.8
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Ajangiz,Euros,Ajangiz,5.5
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Ajangiz,Euros,Ajangiz,-6.0
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Ajangiz,Euros,Ajangiz,3.7
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Ajangiz,Euros,Ajangiz,-8.5
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Ajangiz,Euros,Ajangiz,15.2
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Ajangiz,Euros,Ajangiz,6.7
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Ajangiz,Euros,Ajangiz,0.9
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Albiztur,Euros,Albiztur,-2.4
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Albiztur,Euros,Albiztur,-1.3
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Albiztur,Euros,Albiztur,37.5
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Albiztur,Euros,Albiztur,11.3
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Albiztur,Euros,Albiztur,17.9
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Albiztur,Euros,Albiztur,1.8
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Albiztur,Euros,Albiztur,13.0
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegia,Euros,Alegia,1.4
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegia,Euros,Alegia,10.4
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegia,Euros,Alegia,8.3
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegia,Euros,Alegia,6.2
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegia,Euros,Alegia,-2.9
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegia,Euros,Alegia,11.5
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegia,Euros,Alegia,3.1
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegría-Dulantzi,Euros,Alegría-Dulantzi,7.1
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegría-Dulantzi,Euros,Alegría-Dulantzi,-9.2
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegría-Dulantzi,Euros,Alegría-Dulantzi,4.2
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegría-Dulantzi,Euros,Alegría-Dulantzi,-3.1
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegría-Dulantzi,Euros,Alegría-Dulantzi,10.5
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegría-Dulantzi,Euros,Alegría-Dulantzi,14.8
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Alegría-Dulantzi,Euros,Alegría-Dulantzi,-20.7
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Alkiza,Euros,Alkiza,9.3
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Alkiza,Euros,Alkiza,7.6
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Alkiza,Euros,Alkiza,-17.1
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Alkiza,Euros,Alkiza,-2.7
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Alkiza,Euros,Alkiza,-2.9
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Alkiza,Euros,Alkiza,9.1
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Alkiza,Euros,Alkiza,1.5
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Alonsotegi,Euros,Alonsotegi,-5.0
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Alonsotegi,Euros,Alonsotegi,15.3
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Alonsotegi,Euros,Alonsotegi,-0.3
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Alonsotegi,Euros,Alonsotegi,-2.7
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Alonsotegi,Euros,Alonsotegi,7.3
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Alonsotegi,Euros,Alonsotegi,8.2
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Alonsotegi,Euros,Alonsotegi,-10.1
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzaga,Euros,Altzaga,11.8
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzaga,Euros,Altzaga,-1.1
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzaga,Euros,Altzaga,6.7
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzaga,Euros,Altzaga,-15.0
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzaga,Euros,Altzaga,-3.7
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzaga,Euros,Altzaga,-12.4
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzaga,Euros,Altzaga,26.5
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzo,Euros,Altzo,5.6
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzo,Euros,Altzo,-22.3
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzo,Euros,Altzo,-11.9
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzo,Euros,Altzo,-1.7
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzo,Euros,Altzo,8.3
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzo,Euros,Altzo,17.8
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Altzo,Euros,Altzo,15.5
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Amezketa,Euros,Amezketa,-10.2
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Amezketa,Euros,Amezketa,14.7
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Amezketa,Euros,Amezketa,-0.5
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Amezketa,Euros,Amezketa,7.2
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Amezketa,Euros,Amezketa,1.6
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Amezketa,Euros,Amezketa,29.3
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Amezketa,Euros,Amezketa,20.9
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Amorebieta-Etxano,Euros,Amorebieta-Etxano,7.2
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Amorebieta-Etxano,Euros,Amorebieta-Etxano,-4.6
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Amorebieta-Etxano,Euros,Amorebieta-Etxano,7.1
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Amorebieta-Etxano,Euros,Amorebieta-Etxano,23.6
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Amorebieta-Etxano,Euros,Amorebieta-Etxano,3.4
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Amorebieta-Etxano,Euros,Amorebieta-Etxano,1.3
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Amorebieta-Etxano,Euros,Amorebieta-Etxano,3.5
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Amoroto,Euros,Amoroto,0.6
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Amoroto,Euros,Amoroto,-9.8
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Amoroto,Euros,Amoroto,4.1
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Amoroto,Euros,Amoroto,13.7
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Amoroto,Euros,Amoroto,4.7
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Amoroto,Euros,Amoroto,-11.6
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Amoroto,Euros,Amoroto,22.1
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Amurrio,Euros,Amurrio,-19.6
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Amurrio,Euros,Amurrio,-5.4
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Amurrio,Euros,Amurrio,3.7
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Amurrio,Euros,Amurrio,4.0
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Amurrio,Euros,Amurrio,-6.4
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Amurrio,Euros,Amurrio,2.0
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Amurrio,Euros,Amurrio,-0.9
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Andoain,Euros,Andoain,0.2
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Andoain,Euros,Andoain,8.2
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Andoain,Euros,Andoain,-11.0
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Andoain,Euros,Andoain,3.2
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Andoain,Euros,Andoain,2.4
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Andoain,Euros,Andoain,0.0
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Andoain,Euros,Andoain,-5.9
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Anoeta,Euros,Anoeta,-1.6
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Anoeta,Euros,Anoeta,7.7
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Anoeta,Euros,Anoeta,-7.3
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Anoeta,Euros,Anoeta,-0.3
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Anoeta,Euros,Anoeta,3.6
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Anoeta,Euros,Anoeta,3.7
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Anoeta,Euros,Anoeta,1.7
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Antzuola,Euros,Antzuola,0.6
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Antzuola,Euros,Antzuola,4.1
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Antzuola,Euros,Antzuola,4.1
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Antzuola,Euros,Antzuola,-7.2
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Antzuola,Euros,Antzuola,4.1
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Antzuola,Euros,Antzuola,8.0
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Antzuola,Euros,Antzuola,-3.3
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Añana,Euros,Añana,-15.4
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Añana,Euros,Añana,21.4
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Añana,Euros,Añana,19.0
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Añana,Euros,Añana,1.8
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Añana,Euros,Añana,-4.6
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Añana,Euros,Añana,-2.6
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Añana,Euros,Añana,-5.4
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Arakaldo,Euros,Arakaldo,2.8
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Arakaldo,Euros,Arakaldo,8.4
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Arakaldo,Euros,Arakaldo,3.1
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Arakaldo,Euros,Arakaldo,2.3
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Arakaldo,Euros,Arakaldo,-35.5
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Arakaldo,Euros,Arakaldo,-23.1
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Arakaldo,Euros,Arakaldo,-0.8
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Arama,Euros,Arama,36.0
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Arama,Euros,Arama,8.2
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Arama,Euros,Arama,209.3
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Arama,Euros,Arama,8.7
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Arama,Euros,Arama,-2.1
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Arama,Euros,Arama,-24.5
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Arama,Euros,Arama,31.9
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Aramaio,Euros,Aramaio,-7.6
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Aramaio,Euros,Aramaio,8.7
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Aramaio,Euros,Aramaio,1.1
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Aramaio,Euros,Aramaio,-7.4
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Aramaio,Euros,Aramaio,2.7
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Aramaio,Euros,Aramaio,1.9
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Aramaio,Euros,Aramaio,-5.4
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Arantzazu,Euros,Arantzazu,-12.1
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Arantzazu,Euros,Arantzazu,-5.4
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Arantzazu,Euros,Arantzazu,0.7
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Arantzazu,Euros,Arantzazu,5.8
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Arantzazu,Euros,Arantzazu,25.3
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Arantzazu,Euros,Arantzazu,-2.1
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Arantzazu,Euros,Arantzazu,4.3
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Areatza,Euros,Areatza,15.0
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Areatza,Euros,Areatza,1.8
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Areatza,Euros,Areatza,-24.4
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Areatza,Euros,Areatza,3.7
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Areatza,Euros,Areatza,-1.2
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Areatza,Euros,Areatza,-0.2
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Areatza,Euros,Areatza,6.0
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Aretxabaleta,Euros,Aretxabaleta,7.7
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Aretxabaleta,Euros,Aretxabaleta,5.2
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Aretxabaleta,Euros,Aretxabaleta,-0.2
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Aretxabaleta,Euros,Aretxabaleta,1.5
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Aretxabaleta,Euros,Aretxabaleta,0.9
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Aretxabaleta,Euros,Aretxabaleta,-3.6
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Aretxabaleta,Euros,Aretxabaleta,0.1
2020,Tasa de crecimiento anual del PIB nominal per cápita,,,Armiñón,Euros,Armiñón,-27.1
2015,Tasa de crecimiento anual del PIB nominal per cápita,,,Armiñón,Euros,Armiñón,-9.1
2018,Tasa de crecimiento anual del PIB nominal per cápita,,,Armiñón,Euros,Armiñón,4.0
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Armiñón,Euros,Armiñón,9.0
2016,Tasa de crecimiento anual del PIB nominal per cápita,,,Armiñón,Euros,Armiñón,5.3
2019,Tasa de crecimiento anual del PIB nominal per cápita,,,Armiñón,Euros,Armiñón,-9.7
2017,Tasa de crecimiento anual del PIB nominal per cápita,,,Armiñón,Euros,Armiñón,13.3
2021,Tasa de crecimiento anual del PIB nominal per cápita,,,Arraia-Maeztu,Euros,Arraia-Maeztu,0.2
