Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2023,Proporción de viviendas familiares principales con acceso a agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,Proporción de viviendas familiares principales con acceso a agua corriente,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2023,Proporción de viviendas familiares principales que disponen de baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2020,Proporción de viviendas familiares principales que disponen de baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2010,Proporción de viviendas familiares principales que disponen de baño,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2013,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2022,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2010,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.7
2020,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2015,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.6
2016,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2019,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2018,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2022,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.2
2019,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.4
2018,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.4
2015,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2023,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2020,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.4
2023,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.2
2021,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.5
2013,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.7
2021,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2010,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2016,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.4
2014,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aia,Porcentaje,Aia,99.7
2014,Proporción de viviendas familiares principales que disponen de baño,,,Aia,Porcentaje,Aia,99.6
2014,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2023,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2021,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2010,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2014,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2019,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2022,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2023,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2016,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2019,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2016,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2018,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2010,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2022,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2021,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2013,Proporción de viviendas familiares principales que disponen de baño,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2013,Proporción de viviendas familiares principales con acceso a agua corriente,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2018,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,Proporción de viviendas familiares principales con acceso a agua corriente,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de viviendas familiares principales que disponen de baño,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2021,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2015,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2023,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2018,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,98.2
2016,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,96.6
2015,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,96.6
2018,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2020,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,98.2
2020,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2019,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2023,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,97.4
2014,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,96.7
2010,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,97.3
2019,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,98.2
2013,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2022,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2013,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,97.5
2022,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,97.4
2021,Proporción de viviendas familiares principales que disponen de baño,,,Albiztur,Porcentaje,Albiztur,98.2
2010,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2016,Proporción de viviendas familiares principales con acceso a agua corriente,,,Albiztur,Porcentaje,Albiztur,100.0
2020,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.9
2013,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2021,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2015,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2016,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2013,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.6
2018,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2018,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.6
2010,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.7
2022,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2020,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2022,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.9
2010,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2014,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2015,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.6
2023,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2016,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.6
2023,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.9
2014,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.6
2019,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.6
2019,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegia,Porcentaje,Alegia,100.0
2021,Proporción de viviendas familiares principales que disponen de baño,,,Alegia,Porcentaje,Alegia,99.9
2020,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2020,Proporción de viviendas familiares principales que disponen de baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2023,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2010,Proporción de viviendas familiares principales que disponen de baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.7
2016,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2014,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2019,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2014,Proporción de viviendas familiares principales que disponen de baño,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.8
2021,Proporción de viviendas familiares principales con acceso a agua corriente,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,100.0
