Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abadiño,Porcentaje,Abadiño,100.0
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Abadiño,Porcentaje,Abadiño,100.0
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Abadiño,Porcentaje,Abadiño,100.0
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Abadiño,Porcentaje,Abadiño,100.0
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abadiño,Porcentaje,Abadiño,99.7
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abadiño,Porcentaje,Abadiño,100.0
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,98.1
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,98.2
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,97.3
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,98.2
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abaltzisketa,Porcentaje,Abaltzisketa,96.4
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Abaltzisketa,Porcentaje,Abaltzisketa,99.1
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.9
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.1
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.8
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.2
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.1
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.1
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,99.7
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,97.2
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,97.2
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,97.1
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,96.5
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,96.7
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,96.6
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,96.9
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,97.1
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,96.4
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,96.6
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Aduna,Porcentaje,Aduna,100.0
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aduna,Porcentaje,Aduna,97.1
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.9
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,99.8
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.7
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.6
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.2
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.4
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.4
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.4
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.2
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.5
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.7
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.4
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Aia,Porcentaje,Aia,99.7
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aia,Porcentaje,Aia,99.6
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Aizarnazabal,Porcentaje,Aizarnazabal,99.6
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,98.2
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,96.6
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,96.6
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,98.2
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,97.4
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,96.7
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,97.3
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,98.2
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,97.5
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,97.4
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Albiztur,Porcentaje,Albiztur,98.2
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Albiztur,Porcentaje,Albiztur,100.0
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.9
2013,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2021,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2015,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2013,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.6
2018,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2018,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.6
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.7
2022,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2022,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.9
2010,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2014,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2015,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.6
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2016,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.6
2023,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.9
2014,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.6
2019,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.6
2019,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegia,Porcentaje,Alegia,100.0
2021,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegia,Porcentaje,Alegia,99.9
2020,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2020,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2023,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
2010,Proporción de la población que utiliza servicios básicos de saneamiento,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.7
2016,Proporción de la población que utiliza servicios básicos de agua potable,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,99.9
