Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2010,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,35.7
2020,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,29.9
2018,Superficie forestal en proporción a la superficie total,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,35.7
2016,Superficie forestal en proporción a la superficie total,,,Aduna,Porcentaje,Aduna,65.3
2010,Superficie forestal en proporción a la superficie total,,,Aduna,Porcentaje,Aduna,67.0
2019,Superficie forestal en proporción a la superficie total,,,Aduna,Porcentaje,Aduna,62.2
2021,Superficie forestal en proporción a la superficie total,,,Aduna,Porcentaje,Aduna,62.2
2018,Superficie forestal en proporción a la superficie total,,,Aduna,Porcentaje,Aduna,62.3
2022,Superficie forestal en proporción a la superficie total,,,Aduna,Porcentaje,Aduna,62.2
2020,Superficie forestal en proporción a la superficie total,,,Aduna,Porcentaje,Aduna,62.2
2021,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,20.4
2022,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,20.4
2020,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,20.4
2018,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,20.4
2016,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,20.4
2010,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,19.8
2019,Superficie forestal en proporción a la superficie total,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,20.4
2016,Superficie forestal en proporción a la superficie total,,,Aia,Porcentaje,Aia,51.4
2020,Superficie forestal en proporción a la superficie total,,,Aia,Porcentaje,Aia,51.0
2010,Superficie forestal en proporción a la superficie total,,,Aia,Porcentaje,Aia,51.6
2018,Superficie forestal en proporción a la superficie total,,,Aia,Porcentaje,Aia,50.3
2022,Superficie forestal en proporción a la superficie total,,,Aia,Porcentaje,Aia,51.0
2019,Superficie forestal en proporción a la superficie total,,,Aia,Porcentaje,Aia,50.9
2021,Superficie forestal en proporción a la superficie total,,,Aia,Porcentaje,Aia,51.0
2016,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,Porcentaje,Aizarnazabal,36.3
2018,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,Porcentaje,Aizarnazabal,33.4
2021,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.3
2010,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,Porcentaje,Aizarnazabal,37.8
2019,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.1
2022,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.3
2020,Superficie forestal en proporción a la superficie total,,,Aizarnazabal,Porcentaje,Aizarnazabal,34.1
2022,Superficie forestal en proporción a la superficie total,,,Ajangiz,Porcentaje,Ajangiz,55.0
2010,Superficie forestal en proporción a la superficie total,,,Ajangiz,Porcentaje,Ajangiz,53.7
2020,Superficie forestal en proporción a la superficie total,,,Ajangiz,Porcentaje,Ajangiz,54.9
2021,Superficie forestal en proporción a la superficie total,,,Ajangiz,Porcentaje,Ajangiz,54.9
2019,Superficie forestal en proporción a la superficie total,,,Ajangiz,Porcentaje,Ajangiz,54.7
2018,Superficie forestal en proporción a la superficie total,,,Ajangiz,Porcentaje,Ajangiz,54.5
2016,Superficie forestal en proporción a la superficie total,,,Ajangiz,Porcentaje,Ajangiz,57.1
2020,Superficie forestal en proporción a la superficie total,,,Albiztur,Porcentaje,Albiztur,64.4
2021,Superficie forestal en proporción a la superficie total,,,Albiztur,Porcentaje,Albiztur,64.4
2019,Superficie forestal en proporción a la superficie total,,,Albiztur,Porcentaje,Albiztur,64.0
2018,Superficie forestal en proporción a la superficie total,,,Albiztur,Porcentaje,Albiztur,63.9
2010,Superficie forestal en proporción a la superficie total,,,Albiztur,Porcentaje,Albiztur,68.9
2016,Superficie forestal en proporción a la superficie total,,,Albiztur,Porcentaje,Albiztur,65.3
2022,Superficie forestal en proporción a la superficie total,,,Albiztur,Porcentaje,Albiztur,64.6
2018,Superficie forestal en proporción a la superficie total,,,Alegia,Porcentaje,Alegia,68.8
2021,Superficie forestal en proporción a la superficie total,,,Alegia,Porcentaje,Alegia,69.4
2019,Superficie forestal en proporción a la superficie total,,,Alegia,Porcentaje,Alegia,69.4
2010,Superficie forestal en proporción a la superficie total,,,Alegia,Porcentaje,Alegia,72.6
2022,Superficie forestal en proporción a la superficie total,,,Alegia,Porcentaje,Alegia,69.4
2016,Superficie forestal en proporción a la superficie total,,,Alegia,Porcentaje,Alegia,71.2
2020,Superficie forestal en proporción a la superficie total,,,Alegia,Porcentaje,Alegia,69.4
2018,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2022,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2016,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2010,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,33.6
2019,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2021,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2020,Superficie forestal en proporción a la superficie total,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,32.9
2016,Superficie forestal en proporción a la superficie total,,,Alkiza,Porcentaje,Alkiza,68.9
2020,Superficie forestal en proporción a la superficie total,,,Alkiza,Porcentaje,Alkiza,68.0
2022,Superficie forestal en proporción a la superficie total,,,Alkiza,Porcentaje,Alkiza,67.9
2018,Superficie forestal en proporción a la superficie total,,,Alkiza,Porcentaje,Alkiza,68.0
2021,Superficie forestal en proporción a la superficie total,,,Alkiza,Porcentaje,Alkiza,68.0
2019,Superficie forestal en proporción a la superficie total,,,Alkiza,Porcentaje,Alkiza,68.1
2010,Superficie forestal en proporción a la superficie total,,,Alkiza,Porcentaje,Alkiza,70.4
2021,Superficie forestal en proporción a la superficie total,,,Alonsotegi,Porcentaje,Alonsotegi,54.5
2020,Superficie forestal en proporción a la superficie total,,,Alonsotegi,Porcentaje,Alonsotegi,54.6
2022,Superficie forestal en proporción a la superficie total,,,Alonsotegi,Porcentaje,Alonsotegi,54.5
2010,Superficie forestal en proporción a la superficie total,,,Alonsotegi,Porcentaje,Alonsotegi,47.6
2019,Superficie forestal en proporción a la superficie total,,,Alonsotegi,Porcentaje,Alonsotegi,52.1
2018,Superficie forestal en proporción a la superficie total,,,Alonsotegi,Porcentaje,Alonsotegi,52.4
2016,Superficie forestal en proporción a la superficie total,,,Alonsotegi,Porcentaje,Alonsotegi,51.5
2020,Superficie forestal en proporción a la superficie total,,,Altzaga,Porcentaje,Altzaga,61.1
2022,Superficie forestal en proporción a la superficie total,,,Altzaga,Porcentaje,Altzaga,61.8
2021,Superficie forestal en proporción a la superficie total,,,Altzaga,Porcentaje,Altzaga,61.8
2018,Superficie forestal en proporción a la superficie total,,,Altzaga,Porcentaje,Altzaga,61.1
2016,Superficie forestal en proporción a la superficie total,,,Altzaga,Porcentaje,Altzaga,62.6
2010,Superficie forestal en proporción a la superficie total,,,Altzaga,Porcentaje,Altzaga,60.4
2019,Superficie forestal en proporción a la superficie total,,,Altzaga,Porcentaje,Altzaga,61.1
2016,Superficie forestal en proporción a la superficie total,,,Altzo,Porcentaje,Altzo,68.7
2021,Superficie forestal en proporción a la superficie total,,,Altzo,Porcentaje,Altzo,65.7
2010,Superficie forestal en proporción a la superficie total,,,Altzo,Porcentaje,Altzo,69.1
2020,Superficie forestal en proporción a la superficie total,,,Altzo,Porcentaje,Altzo,65.6
2018,Superficie forestal en proporción a la superficie total,,,Altzo,Porcentaje,Altzo,65.2
2019,Superficie forestal en proporción a la superficie total,,,Altzo,Porcentaje,Altzo,65.6
2022,Superficie forestal en proporción a la superficie total,,,Altzo,Porcentaje,Altzo,65.8
2020,Superficie forestal en proporción a la superficie total,,,Amezketa,Porcentaje,Amezketa,61.1
2018,Superficie forestal en proporción a la superficie total,,,Amezketa,Porcentaje,Amezketa,60.7
2010,Superficie forestal en proporción a la superficie total,,,Amezketa,Porcentaje,Amezketa,62.9
2021,Superficie forestal en proporción a la superficie total,,,Amezketa,Porcentaje,Amezketa,61.0
2016,Superficie forestal en proporción a la superficie total,,,Amezketa,Porcentaje,Amezketa,62.8
2022,Superficie forestal en proporción a la superficie total,,,Amezketa,Porcentaje,Amezketa,61.4
2019,Superficie forestal en proporción a la superficie total,,,Amezketa,Porcentaje,Amezketa,61.1
2018,Superficie forestal en proporción a la superficie total,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,61.8
2019,Superficie forestal en proporción a la superficie total,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,61.8
2021,Superficie forestal en proporción a la superficie total,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,62.8
2020,Superficie forestal en proporción a la superficie total,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,62.3
2022,Superficie forestal en proporción a la superficie total,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,62.8
2016,Superficie forestal en proporción a la superficie total,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,63.7
2010,Superficie forestal en proporción a la superficie total,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,64.4
2018,Superficie forestal en proporción a la superficie total,,,Amoroto,Porcentaje,Amoroto,82.3
2022,Superficie forestal en proporción a la superficie total,,,Amoroto,Porcentaje,Amoroto,83.6
2019,Superficie forestal en proporción a la superficie total,,,Amoroto,Porcentaje,Amoroto,82.2
2020,Superficie forestal en proporción a la superficie total,,,Amoroto,Porcentaje,Amoroto,82.8
2016,Superficie forestal en proporción a la superficie total,,,Amoroto,Porcentaje,Amoroto,82.9
2010,Superficie forestal en proporción a la superficie total,,,Amoroto,Porcentaje,Amoroto,83.3
2021,Superficie forestal en proporción a la superficie total,,,Amoroto,Porcentaje,Amoroto,83.6
2020,Superficie forestal en proporción a la superficie total,,,Amurrio,Porcentaje,Amurrio,59.0
2010,Superficie forestal en proporción a la superficie total,,,Amurrio,Porcentaje,Amurrio,57.8
2021,Superficie forestal en proporción a la superficie total,,,Amurrio,Porcentaje,Amurrio,59.0
2016,Superficie forestal en proporción a la superficie total,,,Amurrio,Porcentaje,Amurrio,58.0
2018,Superficie forestal en proporción a la superficie total,,,Amurrio,Porcentaje,Amurrio,58.0
2022,Superficie forestal en proporción a la superficie total,,,Amurrio,Porcentaje,Amurrio,59.1
2019,Superficie forestal en proporción a la superficie total,,,Amurrio,Porcentaje,Amurrio,58.4
2019,Superficie forestal en proporción a la superficie total,,,Andoain,Porcentaje,Andoain,57.0
2018,Superficie forestal en proporción a la superficie total,,,Andoain,Porcentaje,Andoain,57.0
2010,Superficie forestal en proporción a la superficie total,,,Andoain,Porcentaje,Andoain,57.5
2016,Superficie forestal en proporción a la superficie total,,,Andoain,Porcentaje,Andoain,58.0
2021,Superficie forestal en proporción a la superficie total,,,Andoain,Porcentaje,Andoain,57.4
2020,Superficie forestal en proporción a la superficie total,,,Andoain,Porcentaje,Andoain,57.0
2022,Superficie forestal en proporción a la superficie total,,,Andoain,Porcentaje,Andoain,57.4
2020,Superficie forestal en proporción a la superficie total,,,Anoeta,Porcentaje,Anoeta,50.5
2021,Superficie forestal en proporción a la superficie total,,,Anoeta,Porcentaje,Anoeta,50.5
2010,Superficie forestal en proporción a la superficie total,,,Anoeta,Porcentaje,Anoeta,53.7
2019,Superficie forestal en proporción a la superficie total,,,Anoeta,Porcentaje,Anoeta,50.5
2018,Superficie forestal en proporción a la superficie total,,,Anoeta,Porcentaje,Anoeta,50.5
2022,Superficie forestal en proporción a la superficie total,,,Anoeta,Porcentaje,Anoeta,50.5
2016,Superficie forestal en proporción a la superficie total,,,Anoeta,Porcentaje,Anoeta,52.0
2020,Superficie forestal en proporción a la superficie total,,,Antzuola,Porcentaje,Antzuola,75.0
2021,Superficie forestal en proporción a la superficie total,,,Antzuola,Porcentaje,Antzuola,75.1
2010,Superficie forestal en proporción a la superficie total,,,Antzuola,Porcentaje,Antzuola,80.6
2022,Superficie forestal en proporción a la superficie total,,,Antzuola,Porcentaje,Antzuola,75.1
2016,Superficie forestal en proporción a la superficie total,,,Antzuola,Porcentaje,Antzuola,77.7
2018,Superficie forestal en proporción a la superficie total,,,Antzuola,Porcentaje,Antzuola,75.0
2019,Superficie forestal en proporción a la superficie total,,,Antzuola,Porcentaje,Antzuola,75.0
2019,Superficie forestal en proporción a la superficie total,,,Añana,Porcentaje,Añana,46.2
2016,Superficie forestal en proporción a la superficie total,,,Añana,Porcentaje,Añana,45.7
2020,Superficie forestal en proporción a la superficie total,,,Añana,Porcentaje,Añana,46.2
2021,Superficie forestal en proporción a la superficie total,,,Añana,Porcentaje,Añana,46.2
2022,Superficie forestal en proporción a la superficie total,,,Añana,Porcentaje,Añana,46.3
2010,Superficie forestal en proporción a la superficie total,,,Añana,Porcentaje,Añana,43.2
2018,Superficie forestal en proporción a la superficie total,,,Añana,Porcentaje,Añana,45.7
2020,Superficie forestal en proporción a la superficie total,,,Arakaldo,Porcentaje,Arakaldo,74.9
2021,Superficie forestal en proporción a la superficie total,,,Arakaldo,Porcentaje,Arakaldo,74.9
2010,Superficie forestal en proporción a la superficie total,,,Arakaldo,Porcentaje,Arakaldo,79.6
2018,Superficie forestal en proporción a la superficie total,,,Arakaldo,Porcentaje,Arakaldo,74.9
2016,Superficie forestal en proporción a la superficie total,,,Arakaldo,Porcentaje,Arakaldo,75.8
2019,Superficie forestal en proporción a la superficie total,,,Arakaldo,Porcentaje,Arakaldo,74.9
2022,Superficie forestal en proporción a la superficie total,,,Arakaldo,Porcentaje,Arakaldo,75.0
2021,Superficie forestal en proporción a la superficie total,,,Arama,Porcentaje,Arama,51.4
2016,Superficie forestal en proporción a la superficie total,,,Arama,Porcentaje,Arama,54.7
2022,Superficie forestal en proporción a la superficie total,,,Arama,Porcentaje,Arama,51.5
2020,Superficie forestal en proporción a la superficie total,,,Arama,Porcentaje,Arama,51.4
2018,Superficie forestal en proporción a la superficie total,,,Arama,Porcentaje,Arama,51.3
2019,Superficie forestal en proporción a la superficie total,,,Arama,Porcentaje,Arama,51.4
2010,Superficie forestal en proporción a la superficie total,,,Arama,Porcentaje,Arama,60.0
2021,Superficie forestal en proporción a la superficie total,,,Aramaio,Porcentaje,Aramaio,78.8
2010,Superficie forestal en proporción a la superficie total,,,Aramaio,Porcentaje,Aramaio,77.7
2022,Superficie forestal en proporción a la superficie total,,,Aramaio,Porcentaje,Aramaio,78.9
2019,Superficie forestal en proporción a la superficie total,,,Aramaio,Porcentaje,Aramaio,78.6
2020,Superficie forestal en proporción a la superficie total,,,Aramaio,Porcentaje,Aramaio,78.7
2016,Superficie forestal en proporción a la superficie total,,,Aramaio,Porcentaje,Aramaio,78.9
2018,Superficie forestal en proporción a la superficie total,,,Aramaio,Porcentaje,Aramaio,78.5
2020,Superficie forestal en proporción a la superficie total,,,Arantzazu,Porcentaje,Arantzazu,60.6
2019,Superficie forestal en proporción a la superficie total,,,Arantzazu,Porcentaje,Arantzazu,60.6
2022,Superficie forestal en proporción a la superficie total,,,Arantzazu,Porcentaje,Arantzazu,61.0
2021,Superficie forestal en proporción a la superficie total,,,Arantzazu,Porcentaje,Arantzazu,61.0
2010,Superficie forestal en proporción a la superficie total,,,Arantzazu,Porcentaje,Arantzazu,64.2
2018,Superficie forestal en proporción a la superficie total,,,Arantzazu,Porcentaje,Arantzazu,58.3
2016,Superficie forestal en proporción a la superficie total,,,Arantzazu,Porcentaje,Arantzazu,59.9
2022,Superficie forestal en proporción a la superficie total,,,Areatza,Porcentaje,Areatza,86.3
2019,Superficie forestal en proporción a la superficie total,,,Areatza,Porcentaje,Areatza,83.6
2018,Superficie forestal en proporción a la superficie total,,,Areatza,Porcentaje,Areatza,83.2
2021,Superficie forestal en proporción a la superficie total,,,Areatza,Porcentaje,Areatza,86.3
2020,Superficie forestal en proporción a la superficie total,,,Areatza,Porcentaje,Areatza,85.4
2016,Superficie forestal en proporción a la superficie total,,,Areatza,Porcentaje,Areatza,86.2
2010,Superficie forestal en proporción a la superficie total,,,Areatza,Porcentaje,Areatza,89.6
2021,Superficie forestal en proporción a la superficie total,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.6
2016,Superficie forestal en proporción a la superficie total,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.8
2018,Superficie forestal en proporción a la superficie total,,,Aretxabaleta,Porcentaje,Aretxabaleta,54.8
2022,Superficie forestal en proporción a la superficie total,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.6
2010,Superficie forestal en proporción a la superficie total,,,Aretxabaleta,Porcentaje,Aretxabaleta,51.2
2020,Superficie forestal en proporción a la superficie total,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.6
2019,Superficie forestal en proporción a la superficie total,,,Aretxabaleta,Porcentaje,Aretxabaleta,55.5
2019,Superficie forestal en proporción a la superficie total,,,Armiñón,Porcentaje,Armiñón,6.6
2020,Superficie forestal en proporción a la superficie total,,,Armiñón,Porcentaje,Armiñón,6.6
2016,Superficie forestal en proporción a la superficie total,,,Armiñón,Porcentaje,Armiñón,6.6
2010,Superficie forestal en proporción a la superficie total,,,Armiñón,Porcentaje,Armiñón,8.4
2018,Superficie forestal en proporción a la superficie total,,,Armiñón,Porcentaje,Armiñón,6.6
2021,Superficie forestal en proporción a la superficie total,,,Armiñón,Porcentaje,Armiñón,6.6
2022,Superficie forestal en proporción a la superficie total,,,Armiñón,Porcentaje,Armiñón,6.6
2018,Superficie forestal en proporción a la superficie total,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.1
2019,Superficie forestal en proporción a la superficie total,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.1
2020,Superficie forestal en proporción a la superficie total,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.5
2022,Superficie forestal en proporción a la superficie total,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.6
2016,Superficie forestal en proporción a la superficie total,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.1
2010,Superficie forestal en proporción a la superficie total,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,61.8
2021,Superficie forestal en proporción a la superficie total,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,62.6
2021,Superficie forestal en proporción a la superficie total,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.4
2019,Superficie forestal en proporción a la superficie total,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,72.5
2018,Superficie forestal en proporción a la superficie total,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,72.6
2022,Superficie forestal en proporción a la superficie total,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.6
2020,Superficie forestal en proporción a la superficie total,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.0
2010,Superficie forestal en proporción a la superficie total,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.4
2016,Superficie forestal en proporción a la superficie total,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,73.3
2018,Superficie forestal en proporción a la superficie total,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,63.5
2020,Superficie forestal en proporción a la superficie total,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,64.0
2021,Superficie forestal en proporción a la superficie total,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,64.0
2016,Superficie forestal en proporción a la superficie total,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,65.5
2010,Superficie forestal en proporción a la superficie total,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,64.6
2022,Superficie forestal en proporción a la superficie total,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,64.0
2019,Superficie forestal en proporción a la superficie total,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,64.0
2016,Superficie forestal en proporción a la superficie total,,,Arratzu,Porcentaje,Arratzu,71.1
2021,Superficie forestal en proporción a la superficie total,,,Arratzu,Porcentaje,Arratzu,72.1
2018,Superficie forestal en proporción a la superficie total,,,Arratzu,Porcentaje,Arratzu,70.9
2020,Superficie forestal en proporción a la superficie total,,,Arratzu,Porcentaje,Arratzu,72.1
2019,Superficie forestal en proporción a la superficie total,,,Arratzu,Porcentaje,Arratzu,71.8
2022,Superficie forestal en proporción a la superficie total,,,Arratzu,Porcentaje,Arratzu,72.1
2010,Superficie forestal en proporción a la superficie total,,,Arratzu,Porcentaje,Arratzu,70.9
2021,Superficie forestal en proporción a la superficie total,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2022,Superficie forestal en proporción a la superficie total,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2016,Superficie forestal en proporción a la superficie total,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,28.7
2019,Superficie forestal en proporción a la superficie total,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2018,Superficie forestal en proporción a la superficie total,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,28.6
2020,Superficie forestal en proporción a la superficie total,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.2
2010,Superficie forestal en proporción a la superficie total,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,28.7
2020,Superficie forestal en proporción a la superficie total,,,Arrieta,Porcentaje,Arrieta,65.2
2021,Superficie forestal en proporción a la superficie total,,,Arrieta,Porcentaje,Arrieta,65.2
2018,Superficie forestal en proporción a la superficie total,,,Arrieta,Porcentaje,Arrieta,65.1
2022,Superficie forestal en proporción a la superficie total,,,Arrieta,Porcentaje,Arrieta,65.3
2010,Superficie forestal en proporción a la superficie total,,,Arrieta,Porcentaje,Arrieta,64.7
2019,Superficie forestal en proporción a la superficie total,,,Arrieta,Porcentaje,Arrieta,65.1
2016,Superficie forestal en proporción a la superficie total,,,Arrieta,Porcentaje,Arrieta,66.3
2022,Superficie forestal en proporción a la superficie total,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.4
2016,Superficie forestal en proporción a la superficie total,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.0
2018,Superficie forestal en proporción a la superficie total,,,Arrigorriaga,Porcentaje,Arrigorriaga,60.5
2010,Superficie forestal en proporción a la superficie total,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.4
2021,Superficie forestal en proporción a la superficie total,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.4
2020,Superficie forestal en proporción a la superficie total,,,Arrigorriaga,Porcentaje,Arrigorriaga,61.3
2019,Superficie forestal en proporción a la superficie total,,,Arrigorriaga,Porcentaje,Arrigorriaga,60.5
2018,Superficie forestal en proporción a la superficie total,,,Artea,Porcentaje,Artea,70.5
2010,Superficie forestal en proporción a la superficie total,,,Artea,Porcentaje,Artea,74.4
2022,Superficie forestal en proporción a la superficie total,,,Artea,Porcentaje,Artea,74.4
2019,Superficie forestal en proporción a la superficie total,,,Artea,Porcentaje,Artea,73.0
2016,Superficie forestal en proporción a la superficie total,,,Artea,Porcentaje,Artea,74.3
2020,Superficie forestal en proporción a la superficie total,,,Artea,Porcentaje,Artea,74.0
2021,Superficie forestal en proporción a la superficie total,,,Artea,Porcentaje,Artea,74.2
2019,Superficie forestal en proporción a la superficie total,,,Artzentales,Porcentaje,Artzentales,59.3
2022,Superficie forestal en proporción a la superficie total,,,Artzentales,Porcentaje,Artzentales,60.0
2016,Superficie forestal en proporción a la superficie total,,,Artzentales,Porcentaje,Artzentales,60.1
2010,Superficie forestal en proporción a la superficie total,,,Artzentales,Porcentaje,Artzentales,60.0
2021,Superficie forestal en proporción a la superficie total,,,Artzentales,Porcentaje,Artzentales,60.1
2020,Superficie forestal en proporción a la superficie total,,,Artzentales,Porcentaje,Artzentales,59.8
2018,Superficie forestal en proporción a la superficie total,,,Artzentales,Porcentaje,Artzentales,59.1
2010,Superficie forestal en proporción a la superficie total,,,Artziniega,Porcentaje,Artziniega,57.3
2018,Superficie forestal en proporción a la superficie total,,,Artziniega,Porcentaje,Artziniega,58.5
2022,Superficie forestal en proporción a la superficie total,,,Artziniega,Porcentaje,Artziniega,57.2
2021,Superficie forestal en proporción a la superficie total,,,Artziniega,Porcentaje,Artziniega,56.9
