Year,Lurralde historikoa,Eskualdea,Udalerria,Units,GeoCode,Value
2019,,,Aizarnazabal,PER_10000,Aizarnazabal,0.0
2021,,,Aizarnazabal,PER_10000,Aizarnazabal,26.2
2022,,,ES48911,PER_10000,ES48911,0.0
2019,,,ES48911,PER_10000,ES48911,0.0
2020,,,ES48911,PER_10000,ES48911,0.0
2021,,,ES48911,PER_10000,ES48911,0.0
2023,,,ES48911,PER_10000,ES48911,0.0
2022,,,Albiztur,PER_10000,Albiztur,0.0
2021,,,Albiztur,PER_10000,Albiztur,0.0
2019,,,Albiztur,PER_10000,Albiztur,0.0
2023,,,Albiztur,PER_10000,Albiztur,64.9
2020,,,Albiztur,PER_10000,Albiztur,0.0
2023,,,Alegia,PER_10000,Alegia,34.2
2019,,,Alegia,PER_10000,Alegia,46.8
2022,,,Alegia,PER_10000,Alegia,23.1
2020,,,Alegia,PER_10000,Alegia,23.0
2021,,,Alegia,PER_10000,Alegia,23.3
2022,,,Alegría-Dulantzi,PER_10000,Alegría-Dulantzi,51.4
2019,,,Alegría-Dulantzi,PER_10000,Alegría-Dulantzi,26.5
2023,,,Alegría-Dulantzi,PER_10000,Alegría-Dulantzi,26.0
2021,,,Alegría-Dulantzi,PER_10000,Alegría-Dulantzi,32.7
2020,,,Alegría-Dulantzi,PER_10000,Alegría-Dulantzi,39.5
2023,,,Alkiza,PER_10000,Alkiza,0.0
2022,,,Alkiza,PER_10000,Alkiza,0.0
2019,,,Alkiza,PER_10000,Alkiza,0.0
2021,,,Alkiza,PER_10000,Alkiza,0.0
2020,,,Alkiza,PER_10000,Alkiza,0.0
2021,,,ES48912,PER_10000,ES48912,59.4
2020,,,ES48912,PER_10000,ES48912,20.1
2023,,,ES48912,PER_10000,ES48912,19.9
2022,,,ES48912,PER_10000,ES48912,26.3
2019,,,ES48912,PER_10000,ES48912,53.9
2019,,,ES20906,PER_10000,ES20906,0.0
2021,,,ES20906,PER_10000,ES20906,0.0
2020,,,ES20906,PER_10000,ES20906,0.0
2022,,,ES20906,PER_10000,ES20906,0.0
2023,,,ES20906,PER_10000,ES20906,0.0
2023,,,Altzo,PER_10000,Altzo,0.0
2020,,,Altzo,PER_10000,Altzo,0.0
2022,,,Altzo,PER_10000,Altzo,0.0
2021,,,Altzo,PER_10000,Altzo,0.0
2019,,,Altzo,PER_10000,Altzo,0.0
2019,,,Amezketa,PER_10000,Amezketa,0.0
2021,,,Amezketa,PER_10000,Amezketa,22.3
2022,,,Amezketa,PER_10000,Amezketa,0.0
2020,,,Amezketa,PER_10000,Amezketa,22.5
2023,,,Amezketa,PER_10000,Amezketa,0.0
2020,,,ES48003,PER_10000,ES48003,25.8
2023,,,ES48003,PER_10000,ES48003,33.5
2022,,,ES48003,PER_10000,ES48003,40.8
2021,,,ES48003,PER_10000,ES48003,25.6
2019,,,ES48003,PER_10000,ES48003,26.0
2023,,,ES48004,PER_10000,ES48004,0.0
2022,,,ES48004,PER_10000,ES48004,0.0
2020,,,ES48004,PER_10000,ES48004,0.0
2019,,,ES48004,PER_10000,ES48004,48.1
2021,,,ES48004,PER_10000,ES48004,0.0
2020,,,Amurrio,PER_10000,Amurrio,30.3
2021,,,Amurrio,PER_10000,Amurrio,17.1
2022,,,Amurrio,PER_10000,Amurrio,32.3
2019,,,Amurrio,PER_10000,Amurrio,26.6
2023,,,Amurrio,PER_10000,Amurrio,36.1
2020,,,Andoain,PER_10000,Andoain,32.1
2023,,,Andoain,PER_10000,Andoain,39.2
2022,,,Andoain,PER_10000,Andoain,44.5
2019,,,Andoain,PER_10000,Andoain,30.7
2021,,,Andoain,PER_10000,Andoain,25.6
2019,,,Anoeta,PER_10000,Anoeta,10.2
2022,,,Anoeta,PER_10000,Anoeta,19.2
2020,,,Anoeta,PER_10000,Anoeta,29.9
2021,,,Anoeta,PER_10000,Anoeta,29.3
2023,,,Anoeta,PER_10000,Anoeta,9.7
2021,,,Antzuola,PER_10000,Antzuola,18.6
2020,,,Antzuola,PER_10000,Antzuola,18.5
2019,,,Antzuola,PER_10000,Antzuola,36.4
2023,,,Antzuola,PER_10000,Antzuola,18.5
2022,,,Antzuola,PER_10000,Antzuola,9.3
2021,,,Añana,PER_10000,Añana,0.0
2019,,,Añana,PER_10000,Añana,0.0
2023,,,Añana,PER_10000,Añana,0.0
2020,,,Añana,PER_10000,Añana,0.0
2022,,,Añana,PER_10000,Añana,0.0
2022,,,ES48005,PER_10000,ES48005,0.0
2020,,,ES48005,PER_10000,ES48005,0.0
2019,,,ES48005,PER_10000,ES48005,0.0
2023,,,ES48005,PER_10000,ES48005,0.0
2021,,,ES48005,PER_10000,ES48005,0.0
2023,,,Arama,PER_10000,Arama,0.0
2021,,,Arama,PER_10000,Arama,0.0
2020,,,Arama,PER_10000,Arama,0.0
2022,,,Arama,PER_10000,Arama,0.0
2019,,,Arama,PER_10000,Arama,0.0
2020,,,Aramaio,PER_10000,Aramaio,0.0
2022,,,Aramaio,PER_10000,Aramaio,0.0
2019,,,Aramaio,PER_10000,Aramaio,0.0
2021,,,Aramaio,PER_10000,Aramaio,14.0
2023,,,Aramaio,PER_10000,Aramaio,14.4
2023,,,ES48006,PER_10000,ES48006,152.3
2021,,,ES48006,PER_10000,ES48006,49.5
2022,,,ES48006,PER_10000,ES48006,0.0
2020,,,ES48006,PER_10000,ES48006,0.0
2019,,,ES48006,PER_10000,ES48006,161.3
2023,,,ES48093,PER_10000,ES48093,61.5
2019,,,ES48093,PER_10000,ES48093,63.9
2021,,,ES48093,PER_10000,ES48093,30.9
2022,,,ES48093,PER_10000,ES48093,31.3
2020,,,ES48093,PER_10000,ES48093,62.2
2021,,,Aretxabaleta,PER_10000,Aretxabaleta,16.9
2019,,,Aretxabaleta,PER_10000,Aretxabaleta,5.7
2022,,,Aretxabaleta,PER_10000,Aretxabaleta,25.2
2020,,,Aretxabaleta,PER_10000,Aretxabaleta,14.2
2023,,,Aretxabaleta,PER_10000,Aretxabaleta,16.6
2019,,,Armiñón,PER_10000,Armiñón,0.0
2021,,,Armiñón,PER_10000,Armiñón,0.0
2023,,,Armiñón,PER_10000,Armiñón,92.6
2020,,,Armiñón,PER_10000,Armiñón,0.0
2022,,,Armiñón,PER_10000,Armiñón,0.0
2022,,,Arraia-Maeztu,PER_10000,Arraia-Maeztu,0.0
2021,,,Arraia-Maeztu,PER_10000,Arraia-Maeztu,55.7
2019,,,Arraia-Maeztu,PER_10000,Arraia-Maeztu,31.1
2020,,,Arraia-Maeztu,PER_10000,Arraia-Maeztu,29.7
2023,,,Arraia-Maeztu,PER_10000,Arraia-Maeztu,26.5
2019,,,ES48009,PER_10000,ES48009,19.6
2020,,,ES48009,PER_10000,ES48009,0.0
2022,,,ES48009,PER_10000,ES48009,39.7
2023,,,ES48009,PER_10000,ES48009,39.7
2021,,,ES48009,PER_10000,ES48009,38.7
2022,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,44.4
2019,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,32.1
2021,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,27.1
2020,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,19.7
2023,,,Arrasate / Mondragón,PER_10000,Arrasate / Mondragón,50.5
2019,,,ES48914,PER_10000,ES48914,0.0
2022,,,ES48914,PER_10000,ES48914,0.0
2020,,,ES48914,PER_10000,ES48914,0.0
2021,,,ES48914,PER_10000,ES48914,0.0
2023,,,ES48914,PER_10000,ES48914,0.0
2022,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,59.9
2020,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,41.9
2019,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,21.4
2021,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,0.0
2023,,,Arratzua-Ubarrundia,PER_10000,Arratzua-Ubarrundia,19.6
2022,,,ES48010,PER_10000,ES48010,0.0
2019,,,ES48010,PER_10000,ES48010,0.0
2021,,,ES48010,PER_10000,ES48010,0.0
2023,,,ES48010,PER_10000,ES48010,0.0
2020,,,ES48010,PER_10000,ES48010,36.1
2019,,,ES48011,PER_10000,ES48011,21.2
2023,,,ES48011,PER_10000,ES48011,49.8
2022,,,ES48011,PER_10000,ES48011,36.6
2020,,,ES48011,PER_10000,ES48011,40.6
2021,,,ES48011,PER_10000,ES48011,36.1
2020,,,ES48023,PER_10000,ES48023,27.9
2021,,,ES48023,PER_10000,ES48023,0.0
2022,,,ES48023,PER_10000,ES48023,106.1
2023,,,ES48023,PER_10000,ES48023,79.6
2019,,,ES48023,PER_10000,ES48023,0.0
2019,,,ES48008,PER_10000,ES48008,30.5
2021,,,ES48008,PER_10000,ES48008,29.4
2020,,,ES48008,PER_10000,ES48008,0.0
2022,,,ES48008,PER_10000,ES48008,30.2
2023,,,ES48008,PER_10000,ES48008,59.2
2020,,,Artziniega,PER_10000,Artziniega,20.9
2023,,,Artziniega,PER_10000,Artziniega,176.7
2022,,,Artziniega,PER_10000,Artziniega,41.7
2021,,,Artziniega,PER_10000,Artziniega,10.6
2019,,,Artziniega,PER_10000,Artziniega,41.4
2023,,,Asparrena,PER_10000,Asparrena,61.1
2021,,,Asparrena,PER_10000,Asparrena,48.1
2020,,,Asparrena,PER_10000,Asparrena,73.7
2019,,,Asparrena,PER_10000,Asparrena,25.0
2022,,,Asparrena,PER_10000,Asparrena,36.8
2021,,,Asteasu,PER_10000,Asteasu,13.5
2019,,,Asteasu,PER_10000,Asteasu,52.3
2022,,,Asteasu,PER_10000,Asteasu,27.1
2020,,,Asteasu,PER_10000,Asteasu,13.2
2023,,,Asteasu,PER_10000,Asteasu,0.0
2021,,,ES20903,PER_10000,ES20903,25.5
2020,,,ES20903,PER_10000,ES20903,38.3
2023,,,ES20903,PER_10000,ES20903,45.3
2022,,,ES20903,PER_10000,ES20903,30.0
2019,,,ES20903,PER_10000,ES20903,37.5
2021,,,Ataun,PER_10000,Ataun,12.2
2020,,,Ataun,PER_10000,Ataun,47.9
2023,,,Ataun,PER_10000,Ataun,0.0
2019,,,Ataun,PER_10000,Ataun,23.8
2022,,,Ataun,PER_10000,Ataun,12.3
2022,,,ES48091,PER_10000,ES48091,28.9
2020,,,ES48091,PER_10000,ES48091,0.0
2019,,,ES48091,PER_10000,ES48091,14.2
2023,,,ES48091,PER_10000,ES48091,29.1
2021,,,ES48091,PER_10000,ES48091,14.6
2020,,,ES48070,PER_10000,ES48070,0.0
2022,,,ES48070,PER_10000,ES48070,0.0
2023,,,ES48070,PER_10000,ES48070,0.0
2019,,,ES48070,PER_10000,ES48070,0.0
2021,,,ES48070,PER_10000,ES48070,0.0
2022,,,Ayala / Aiara,PER_10000,Ayala / Aiara,20.9
2021,,,Ayala / Aiara,PER_10000,Ayala / Aiara,20.8
2020,,,Ayala / Aiara,PER_10000,Ayala / Aiara,0.0
2023,,,Ayala / Aiara,PER_10000,Ayala / Aiara,20.7
2019,,,Ayala / Aiara,PER_10000,Ayala / Aiara,20.6
2023,,,Azkoitia,PER_10000,Azkoitia,15.2
2022,,,Azkoitia,PER_10000,Azkoitia,27.1
2021,,,Azkoitia,PER_10000,Azkoitia,11.9
2020,,,Azkoitia,PER_10000,Azkoitia,27.1
2019,,,Azkoitia,PER_10000,Azkoitia,6.8
2021,,,Azpeitia,PER_10000,Azpeitia,17.2
2019,,,Azpeitia,PER_10000,Azpeitia,10.7
2022,,,Azpeitia,PER_10000,Azpeitia,9.2
2023,,,Azpeitia,PER_10000,Azpeitia,17.1
2020,,,Azpeitia,PER_10000,Azpeitia,18.5
2020,,,ES48012,PER_10000,ES48012,59.4
2022,,,ES48012,PER_10000,ES48012,56.2
2021,,,ES48012,PER_10000,ES48012,57.1
2023,,,ES48012,PER_10000,ES48012,49.4
2019,,,ES48012,PER_10000,ES48012,38.1
2019,,,ES20904,PER_10000,ES20904,0.0
2023,,,ES20904,PER_10000,ES20904,0.0
2020,,,ES20904,PER_10000,ES20904,0.0
2022,,,ES20904,PER_10000,ES20904,0.0
2021,,,ES20904,PER_10000,ES20904,0.0
2020,,,ES48090,PER_10000,ES48090,40.3
2021,,,ES48090,PER_10000,ES48090,35.0
2023,,,ES48090,PER_10000,ES48090,47.7
2019,,,ES48090,PER_10000,ES48090,33.1
2022,,,ES48090,PER_10000,ES48090,40.3
2023,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,0.0
2022,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,0.0
2021,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,73.0
2019,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,0.0
2020,,,Baños de Ebro / Mañueta,PER_10000,Baños de Ebro / Mañueta,146.0
2019,,,ES48013,PER_10000,ES48013,41.8
2023,,,ES48013,PER_10000,ES48013,60.0
2021,,,ES48013,PER_10000,ES48013,46.3
2020,,,ES48013,PER_10000,ES48013,40.0
2022,,,ES48013,PER_10000,ES48013,47.8
2022,,,ES48014,PER_10000,ES48014,39.0
2021,,,ES48014,PER_10000,ES48014,64.9
2019,,,ES48014,PER_10000,ES48014,0.0
2020,,,ES48014,PER_10000,ES48014,13.4
2023,,,ES48014,PER_10000,ES48014,25.7
2021,,,Barrundia,PER_10000,Barrundia,24.3
2023,,,Barrundia,PER_10000,Barrundia,0.0
2022,,,Barrundia,PER_10000,Barrundia,49.1
2019,,,Barrundia,PER_10000,Barrundia,23.9
2020,,,Barrundia,PER_10000,Barrundia,48.2
2019,,,ES48015,PER_10000,ES48015,41.6
2021,,,ES48015,PER_10000,ES48015,28.6
2023,,,ES48015,PER_10000,ES48015,40.6
2022,,,ES48015,PER_10000,ES48015,31.6
2020,,,ES48015,PER_10000,ES48015,34.0
2022,,,Beasain,PER_10000,Beasain,46.6
2020,,,Beasain,PER_10000,Beasain,21.8
2021,,,Beasain,PER_10000,Beasain,35.1
2019,,,Beasain,PER_10000,Beasain,20.4
2023,,,Beasain,PER_10000,Beasain,40.5
2019,,,ES48092,PER_10000,ES48092,17.7
2021,,,ES48092,PER_10000,ES48092,35.2
2020,,,ES48092,PER_10000,ES48092,0.0
2023,,,ES48092,PER_10000,ES48092,86.5
2022,,,ES48092,PER_10000,ES48092,0.0
2023,,,Beizama,PER_10000,Beizama,0.0
2021,,,Beizama,PER_10000,Beizama,0.0
2019,,,Beizama,PER_10000,Beizama,0.0
2020,,,Beizama,PER_10000,Beizama,0.0
2022,,,Beizama,PER_10000,Beizama,0.0
2023,,,Belauntza,PER_10000,Belauntza,67.6
2022,,,Belauntza,PER_10000,Belauntza,0.0
2019,,,Belauntza,PER_10000,Belauntza,0.0
2021,,,Belauntza,PER_10000,Belauntza,0.0
2020,,,Belauntza,PER_10000,Belauntza,0.0
2021,,,ES48016,PER_10000,ES48016,18.3
2020,,,ES48016,PER_10000,ES48016,21.2
2022,,,ES48016,PER_10000,ES48016,28.1
2023,,,ES48016,PER_10000,ES48016,15.2
2019,,,ES48016,PER_10000,ES48016,21.5
2023,,,Berantevilla,PER_10000,Berantevilla,0.0
2020,,,Berantevilla,PER_10000,Berantevilla,126.1
2021,,,Berantevilla,PER_10000,Berantevilla,43.1
2019,,,Berantevilla,PER_10000,Berantevilla,43.1
2022,,,Berantevilla,PER_10000,Berantevilla,0.0
2019,,,Berastegi,PER_10000,Berastegi,0.0
2021,,,Berastegi,PER_10000,Berastegi,0.0
2022,,,Berastegi,PER_10000,Berastegi,18.9
2020,,,Berastegi,PER_10000,Berastegi,0.0
2023,,,Berastegi,PER_10000,Berastegi,0.0
2023,,,Bergara,PER_10000,Bergara,32.3
2020,,,Bergara,PER_10000,Bergara,16.1
2019,,,Bergara,PER_10000,Bergara,23.9
2021,,,Bergara,PER_10000,Bergara,44.7
2022,,,Bergara,PER_10000,Bergara,44.6
2020,,,ES48017,PER_10000,ES48017,60.6
2019,,,ES48017,PER_10000,ES48017,43.1
2022,,,ES48017,PER_10000,ES48017,34.0
2023,,,ES48017,PER_10000,ES48017,54.5
2021,,,ES48017,PER_10000,ES48017,43.3
2023,,,Bernedo,PER_10000,Bernedo,45.0
2019,,,Bernedo,PER_10000,Bernedo,0.0
2021,,,Bernedo,PER_10000,Bernedo,0.0
2022,,,Bernedo,PER_10000,Bernedo,0.0
2020,,,Bernedo,PER_10000,Bernedo,0.0
2020,,,ES48018,PER_10000,ES48018,17.4
2022,,,ES48018,PER_10000,ES48018,17.9
2021,,,ES48018,PER_10000,ES48018,35.1
2019,,,ES48018,PER_10000,ES48018,0.0
2023,,,ES48018,PER_10000,ES48018,0.0
2019,,,ES48019,PER_10000,ES48019,21.4
2023,,,ES48019,PER_10000,ES48019,30.8
2020,,,ES48019,PER_10000,ES48019,34.9
2022,,,ES48019,PER_10000,ES48019,30.8
2021,,,ES48019,PER_10000,ES48019,8.8
2022,,,Berrobi,PER_10000,Berrobi,0.0
2019,,,Berrobi,PER_10000,Berrobi,33.6
2020,,,Berrobi,PER_10000,Berrobi,34.0
2023,,,Berrobi,PER_10000,Berrobi,35.6
2021,,,Berrobi,PER_10000,Berrobi,34.5
2020,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,38.0
2021,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2022,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2023,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2019,,,Bidania-Goiatz,PER_10000,Bidania-Goiatz,0.0
2021,,,ES48020,PER_10000,ES48020,31.1
2023,,,ES48020,PER_10000,ES48020,41.8
2022,,,ES48020,PER_10000,ES48020,36.7
2019,,,ES48020,PER_10000,ES48020,39.0
2020,,,ES48020,PER_10000,ES48020,35.6
2019,,,ES48021,PER_10000,ES48021,48.9
2020,,,ES48021,PER_10000,ES48021,60.3
2022,,,ES48021,PER_10000,ES48021,11.8
2023,,,ES48021,PER_10000,ES48021,24.0
2021,,,ES48021,PER_10000,ES48021,35.5
2023,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,38.8
2020,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2022,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2021,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2019,,,Campezo / Kanpezu,PER_10000,Campezo / Kanpezu,0.0
2019,,,Deba,PER_10000,Deba,7.4
2022,,,Deba,PER_10000,Deba,22.0
2023,,,Deba,PER_10000,Deba,33.0
2021,,,Deba,PER_10000,Deba,25.6
2020,,,Deba,PER_10000,Deba,11.0
2022,,,ES48901,PER_10000,ES48901,40.5
2021,,,ES48901,PER_10000,ES48901,27.7
2019,,,ES48901,PER_10000,ES48901,26.7
2023,,,ES48901,PER_10000,ES48901,66.4
2020,,,ES48901,PER_10000,ES48901,22.9
2021,,,ES48026,PER_10000,ES48026,28.1
2023,,,ES48026,PER_10000,ES48026,41.3
2020,,,ES48026,PER_10000,ES48026,69.7
2022,,,ES48026,PER_10000,ES48026,0.0
2019,,,ES48026,PER_10000,ES48026,14.1
2021,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,30.9
2019,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,38.1
2023,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,40.5
2022,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,40.7
2020,,,Donostia / San Sebastián,PER_10000,Donostia / San Sebastián,33.1
2019,,,ES48027,PER_10000,ES48027,31.4
2022,,,ES48027,PER_10000,ES48027,39.0
2020,,,ES48027,PER_10000,ES48027,27.2
2021,,,ES48027,PER_10000,ES48027,27.9
2023,,,ES48027,PER_10000,ES48027,35.8
2021,,,ES48028,PER_10000,ES48028,25.0
2023,,,ES48028,PER_10000,ES48028,0.0
2020,,,ES48028,PER_10000,ES48028,50.5
2019,,,ES48028,PER_10000,ES48028,25.2
2022,,,ES48028,PER_10000,ES48028,0.0
2020,,,Eibar,PER_10000,Eibar,41.2
2019,,,Eibar,PER_10000,Eibar,28.4
2022,,,Eibar,PER_10000,Eibar,64.7
2023,,,Eibar,PER_10000,Eibar,50.5
2021,,,Eibar,PER_10000,Eibar,43.7
2021,,,ES48031,PER_10000,ES48031,0.0
2019,,,ES48031,PER_10000,ES48031,56.8
2023,,,ES48031,PER_10000,ES48031,0.0
2022,,,ES48031,PER_10000,ES48031,0.0
2020,,,ES48031,PER_10000,ES48031,0.0
2021,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2020,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2022,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,64.7
2023,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2019,,,Elburgo / Burgelu,PER_10000,Elburgo / Burgelu,0.0
2023,,,Elciego,PER_10000,Elciego,20.0
2019,,,Elciego,PER_10000,Elciego,18.8
2022,,,Elciego,PER_10000,Elciego,20.0
2020,,,Elciego,PER_10000,Elciego,0.0
2021,,,Elciego,PER_10000,Elciego,19.6
2021,,,Elduain,PER_10000,Elduain,82.6
2023,,,Elduain,PER_10000,Elduain,0.0
2022,,,Elduain,PER_10000,Elduain,80.0
2019,,,Elduain,PER_10000,Elduain,0.0
2020,,,Elduain,PER_10000,Elduain,166.7
2022,,,Elgeta,PER_10000,Elgeta,0.0
2021,,,Elgeta,PER_10000,Elgeta,0.0
2019,,,Elgeta,PER_10000,Elgeta,55.8
2023,,,Elgeta,PER_10000,Elgeta,18.5
2020,,,Elgeta,PER_10000,Elgeta,0.0
2019,,,Elgoibar,PER_10000,Elgoibar,27.4
2022,,,Elgoibar,PER_10000,Elgoibar,39.8
2020,,,Elgoibar,PER_10000,Elgoibar,34.4
2021,,,Elgoibar,PER_10000,Elgoibar,39.7
2023,,,Elgoibar,PER_10000,Elgoibar,32.7
2021,,,ES48032,PER_10000,ES48032,10.6
2020,,,ES48032,PER_10000,ES48032,13.2
2022,,,ES48032,PER_10000,ES48032,15.9
2023,,,ES48032,PER_10000,ES48032,37.0
2019,,,ES48032,PER_10000,ES48032,18.5
2021,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,0.0
2019,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,54.6
2020,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,55.9
2023,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,0.0
2022,,,Elvillar / Bilar,PER_10000,Elvillar / Bilar,57.5
2020,,,ES48902,PER_10000,ES48902,39.9
2019,,,ES48902,PER_10000,ES48902,75.5
2023,,,ES48902,PER_10000,ES48902,59.8
2022,,,ES48902,PER_10000,ES48902,66.7
2021,,,ES48902,PER_10000,ES48902,55.4
2021,,,ES48033,PER_10000,ES48033,0.0
2023,,,ES48033,PER_10000,ES48033,0.0
2022,,,ES48033,PER_10000,ES48033,80.6
2019,,,ES48033,PER_10000,ES48033,0.0
2020,,,ES48033,PER_10000,ES48033,0.0
2019,,,ES48034,PER_10000,ES48034,14.9
2020,,,ES48034,PER_10000,ES48034,18.7
2022,,,ES48034,PER_10000,ES48034,42.0
2021,,,ES48034,PER_10000,ES48034,31.6
2023,,,ES48034,PER_10000,ES48034,36.8
2023,,,Errenteria,PER_10000,Errenteria,47.5
2019,,,Errenteria,PER_10000,Errenteria,55.9
2021,,,Errenteria,PER_10000,Errenteria,59.5
2022,,,Errenteria,PER_10000,Errenteria,52.0
2020,,,Errenteria,PER_10000,Errenteria,37.6
2021,,,Errezil,PER_10000,Errezil,0.0
2022,,,Errezil,PER_10000,Errezil,0.0
2020,,,Errezil,PER_10000,Errezil,36.8
2023,,,Errezil,PER_10000,Errezil,0.0
2019,,,Errezil,PER_10000,Errezil,0.0
2022,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2019,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,56.8
2020,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,27.1
2021,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,52.5
2023,,,Erriberagoitia / Ribera Alta,PER_10000,Erriberagoitia / Ribera Alta,0.0
2023,,,ES48079,PER_10000,ES48079,43.7
2022,,,ES48079,PER_10000,ES48079,43.9
2021,,,ES48079,PER_10000,ES48079,45.2
2019,,,ES48079,PER_10000,ES48079,45.0
2020,,,ES48079,PER_10000,ES48079,90.5
2022,,,Eskoriatza,PER_10000,Eskoriatza,43.5
2023,,,Eskoriatza,PER_10000,Eskoriatza,43.3
2019,,,Eskoriatza,PER_10000,Eskoriatza,14.7
2021,,,Eskoriatza,PER_10000,Eskoriatza,53.5
2020,,,Eskoriatza,PER_10000,Eskoriatza,4.9
2019,,,ES48029,PER_10000,ES48029,24.5
2022,,,ES48029,PER_10000,ES48029,25.3
2023,,,ES48029,PER_10000,ES48029,30.2
2021,,,ES48029,PER_10000,ES48029,24.0
2020,,,ES48029,PER_10000,ES48029,45.0
2019,,,ES48030,PER_10000,ES48030,26.0
2023,,,ES48030,PER_10000,ES48030,0.0
2020,,,ES48030,PER_10000,ES48030,27.3
2022,,,ES48030,PER_10000,ES48030,57.5
2021,,,ES48030,PER_10000,ES48030,0.0
2021,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,0.0
2019,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,0.0
2022,,,Ezkio-Itsaso,PER_10000,Ezkio-Itsaso,33.2
