Year,Series,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,0.0
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,0.3
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,0.0
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Abanto y Ciérvana-Abanto Zierbena,%,Abanto y Ciérvana-Abanto Zierbena,0.3
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aduna,%,Aduna,0.0
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.3
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.4
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.1
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.4
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.4
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.3
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.3
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.3
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.4
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.4
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.4
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.1
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.0
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Agurain/Salvatierra,%,Agurain/Salvatierra,0.3
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,2.1
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.6
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.5
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.5
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.4
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,1.2
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,1.6
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.7
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,2.1
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.5
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.7
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,1.9
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.5
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aia,%,Aia,0.6
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,0.9
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,1.6
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,1.6
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,2.3
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,1.6
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,1.5
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,1.7
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,2.3
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,0.9
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,2.4
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,0.9
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,1.6
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,2.3
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Aizarnazabal,%,Aizarnazabal,1.6
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,4.0
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,3.8
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,3.8
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,4.5
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,4.0
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,4.0
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,3.7
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,4.5
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,4.0
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,3.8
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,3.7
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,14.9
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,4.0
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Ajangiz,%,Ajangiz,1.8
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Albiztur,%,Albiztur,0.0
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.0
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.0
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.5
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.0
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.5
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.0
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.5
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.5
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.5
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.0
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.0
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.5
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.5
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegia,%,Alegia,0.0
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,1.4
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.3
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.3
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.2
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,1.0
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.3
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,1.0
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.2
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.5
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.3
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,1.4
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.5
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,1.0
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alegría-Dulantzi,%,Alegría-Dulantzi,0.2
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.4
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,2.6
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.4
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,3.0
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alkiza,%,Alkiza,0.2
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.1
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.2
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.1
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.2
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.0
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.1
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.0
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.5
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.1
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.0
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.1
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.1
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.1
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Alonsotegi,%,Alonsotegi,0.7
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,6.0
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,14.5
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,3.4
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,4.9
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,4.3
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,0.0
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,5.3
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,6.8
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,9.7
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,9.6
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,0.0
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,5.0
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,0.0
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzaga,%,Altzaga,9.7
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,22.8
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,22.1
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,22.1
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,13.9
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,14.2
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,14.5
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,23.0
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,13.3
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,13.6
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,14.5
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,12.8
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,23.3
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,12.8
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Altzo,%,Altzo,14.3
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,1.2
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,1.2
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.6
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.6
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.0
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amezketa,%,Amezketa,0.6
2016,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,0.9
2018,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,1.8
2015,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,0.2
2011,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,1.6
2012,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,1.1
2010,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,1.6
2023,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,4.2
2013,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,1.2
2014,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,0.1
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,3.6
2017,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,1.2
2021,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,3.3
2019,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,2.5
2020,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amorebieta-Etxano,%,Amorebieta-Etxano,2.7
2022,Proporción de la superficie agrícola dedicada a la agricultura ecológica,,,Amoroto,%,Amoroto,7.8
