Year,Series,Sexo,Renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,20277.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20006,EUR,ES20006,23665.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16746.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16368.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,17294.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,17141.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,18576.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16456.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,15839.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,19375.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16137.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,18504.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48912,EUR,ES48912,16301.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,23037.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21426.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21184.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,22711.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,22787.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21865.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,20767.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,21767.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,19715.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,20552.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20906,EUR,ES20906,20698.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,23165.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20029.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,25569.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,25781.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20318.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,21424.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,26018.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,21019.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,23422.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20919.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20007,EUR,ES20007,20469.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,19101.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,20020.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,24849.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,19754.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,23815.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,22662.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,21165.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,19539.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,26035.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,23152.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20008,EUR,ES20008,18559.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19813.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,22606.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,20108.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19244.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,21281.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19264.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,20063.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,22329.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,19418.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,23373.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48003,EUR,ES48003,21588.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,18070.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,18022.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,20947.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,18734.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,21585.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,19570.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,20428.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,20562.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,22518.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,19728.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48004,EUR,ES48004,19149.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,21819.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,21462.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19368.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,20748.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19735.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,18556.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,20283.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19311.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19241.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,19394.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01002,EUR,ES01002,18951.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,19266.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18381.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,20959.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18146.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,19955.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,21416.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18113.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18348.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,19644.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,21747.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20009,EUR,ES20009,18741.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18642.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18362.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,20009.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,22736.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,21598.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,21891.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,19054.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18771.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,20857.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,19379.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20010,EUR,ES20010,18440.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,27158.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,27629.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,21863.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,26402.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,26209.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,23880.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,22174.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,22106.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,22297.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,26374.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20011,EUR,ES20011,24507.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,17402.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,20319.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,17781.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,18693.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,14972.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,21415.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,16079.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,18082.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,17315.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,23465.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01049,EUR,ES01049,16667.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,18638.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,22075.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,22825.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,21267.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,24590.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,24599.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,24073.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,20925.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,23201.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,23746.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48005,EUR,ES48005,22495.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,27337.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,27309.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,26779.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,29115.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,26744.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,30795.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,22886.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,26847.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,28018.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,25810.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES20012,EUR,ES20012,23610.0
2020,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23349.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,22708.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,21107.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,21832.0
2021,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23976.0
2018,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23754.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,21567.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23416.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,26138.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23529.0
2016,EU_INCOME_AVG,,INCOME_TOT,,,ES01003,EUR,ES01003,23924.0
2009,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,21557.0
2017,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,22824.0
2015,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,22859.0
2011,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,21951.0
2013,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,21771.0
2019,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,23313.0
2014,EU_INCOME_AVG,,INCOME_TOT,,,ES48006,EUR,ES48006,20891.0
