Year,Series,Territorio,Comarca,Municipio,Units,GeoCode,Value
2016,EU_DSR_SILS_TH,,,Abaltzisketa,Porcentaje,Abaltzisketa,100.0
2017,EU_DSR_SILS_TH,,,Abaltzisketa,Porcentaje,Abaltzisketa,100.0
2022,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2014,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2013,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2015,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2014,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2016,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2020,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2024,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2021,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2024,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2018,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2015,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2010,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2021,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2020,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2012,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2016,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2022,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2011,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2018,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2012,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2011,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2010,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2013,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2019,EU_DSR_SILS_TH,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2023,SG_DSR_SILS,,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,Abanto y Ciérvana-Abanto Zierbena,100.0
2017,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2023,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2019,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2014,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2013,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2021,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2011,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2013,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2014,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2020,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2011,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2015,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2010,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2022,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2015,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2016,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2020,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2024,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2022,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2019,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2012,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2012,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2024,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2017,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2023,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2010,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2018,EU_DSR_SILS_TH,,,Aduna,Porcentaje,Aduna,100.0
2021,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2018,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2016,SG_DSR_SILS,,,Aduna,Porcentaje,Aduna,0.0
2020,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2024,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2012,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2016,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2013,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2010,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2010,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2023,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2013,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2022,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2011,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2018,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2023,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2014,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2017,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2020,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2017,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2015,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2018,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2021,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2024,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2014,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2022,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2021,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2016,EU_DSR_SILS_TH,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2012,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2011,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2015,SG_DSR_SILS,,,Agurain/Salvatierra,Porcentaje,Agurain/Salvatierra,100.0
2019,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2024,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2014,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2017,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2014,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2011,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2016,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2022,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2021,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2023,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2015,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2024,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2015,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2020,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2017,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2018,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2022,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2010,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2013,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2010,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2018,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2012,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2023,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2016,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2011,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2019,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2013,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2012,EU_DSR_SILS_TH,,,Aia,Porcentaje,Aia,100.0
2021,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2020,SG_DSR_SILS,,,Aia,Porcentaje,Aia,0.0
2020,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2015,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2014,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2013,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2010,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2021,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2011,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2020,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2017,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2015,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2024,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2014,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2013,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2021,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2022,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2017,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2011,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2018,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2022,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2019,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2016,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2010,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2012,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2016,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2012,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2023,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2019,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2023,EU_DSR_SILS_TH,,,Aizarnazabal,Porcentaje,Aizarnazabal,100.0
2024,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2018,SG_DSR_SILS,,,Aizarnazabal,Porcentaje,Aizarnazabal,0.0
2023,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2024,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2016,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2020,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2013,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2010,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2014,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2010,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2017,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2024,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2019,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2011,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2019,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2022,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2013,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2012,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2018,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2018,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2012,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2016,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2023,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2021,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2015,EU_DSR_SILS_TH,,,Ajangiz,Porcentaje,Ajangiz,100.0
2017,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2011,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2020,SG_DSR_SILS,,,Ajangiz,Porcentaje,Ajangiz,0.0
2015,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2024,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2016,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2020,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2011,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2017,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2013,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2023,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2013,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2011,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2019,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2012,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2015,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2010,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2014,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2018,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2019,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2020,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2021,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2012,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2014,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2017,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2010,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2022,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2021,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2018,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2016,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2023,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2024,SG_DSR_SILS,,,Albiztur,Porcentaje,Albiztur,0.0
2022,EU_DSR_SILS_TH,,,Albiztur,Porcentaje,Albiztur,100.0
2014,SG_DSR_SILS,,,Alegia,Porcentaje,Alegia,0.0
2011,SG_DSR_SILS,,,Alegia,Porcentaje,Alegia,0.0
2010,SG_DSR_SILS,,,Alegia,Porcentaje,Alegia,0.0
2019,EU_DSR_SILS_TH,,,Alegia,Porcentaje,Alegia,100.0
2020,EU_DSR_SILS_TH,,,Alegia,Porcentaje,Alegia,100.0
2018,EU_DSR_SILS_TH,,,Alegia,Porcentaje,Alegia,100.0
2018,SG_DSR_SILS,,,Alegia,Porcentaje,Alegia,0.0
2015,EU_DSR_SILS_TH,,,Alegia,Porcentaje,Alegia,100.0
2019,SG_DSR_SILS,,,Alegia,Porcentaje,Alegia,0.0
2021,SG_DSR_SILS,,,Alegia,Porcentaje,Alegia,0.0
2022,SG_DSR_SILS,,,Alegia,Porcentaje,Alegia,0.0
2023,EU_DSR_SILS_TH,,,Alegia,Porcentaje,Alegia,100.0
2022,EU_DSR_SILS_TH,,,Alegia,Porcentaje,Alegia,100.0
